nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
10,12,0.1,8,"[79, 321, 307, 457, 531, 511, 414, 50]",32,1133,19,0,439,38.74669020300088,[],3
10,12,0.1,1,[239],33,1133,20,11,451,39.80582524271845,[],3
10,12,0.1,1,[239],33,1133,21,7,458,40.42365401588703,[],3
10,12,0.1,1,[239],33,1133,22,5,463,40.86496028243601,[],3
10,12,0.1,1,[239],33,1133,23,1,464,40.95322153574581,[],3
10,12,0.1,1,[239],33,1133,24,0,464,40.95322153574581,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,52,68,6.001765225066196,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,60,128,11.297440423654017,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,75,203,17.917034421888793,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,66,269,23.742277140335393,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,47,316,27.890556045895853,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,23,339,29.92056487202118,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,21,360,31.77405119152692,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,14,374,33.00970873786408,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,9,383,33.80406001765225,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,10,5,388,34.24536628420123,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,11,6,394,34.77493380406001,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,12,2,396,34.95145631067961,[],3
10,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,13,0,396,34.95145631067961,[],3
10,12,0.1,16,"[13, 375, 453, 587, 597, 142, 611, 181, 659, 302, 55, 686, 286, 130, 79, 321]",32,1133,14,0,412,36.36363636363637,[],3
10,12,0.1,1,[307],33,1133,15,15,428,37.775816416593116,[],3
10,12,0.1,1,[307],33,1133,16,9,437,38.57016769638129,[],3
10,12,0.1,1,[307],33,1133,17,2,439,38.74669020300088,[],3
10,12,0.1,1,[307],33,1133,18,0,439,38.74669020300088,[],3
3,12,0.1,1,[104],1,1133,1,4,5,0.44130626654898497,[],3
3,12,0.1,1,[104],1,1133,2,3,8,0.706090026478376,[],3
3,12,0.1,1,[104],1,1133,3,9,17,1.500441306266549,[],3
3,12,0.1,1,[104],1,1133,4,14,31,2.736098852603707,[],3
3,12,0.1,1,[104],1,1133,5,27,58,5.119152691968226,[],3
3,12,0.1,1,[104],1,1133,6,26,84,7.413945278022947,[],3
3,12,0.1,1,[104],1,1133,7,32,116,10.238305383936453,[],3
3,12,0.1,1,[104],1,1133,8,37,153,13.503971756398942,[],3
3,12,0.1,1,[104],1,1133,9,44,197,17.387466902030006,[],3
3,12,0.1,1,[104],1,1133,10,45,242,21.35922330097087,[],3
3,12,0.1,1,[104],1,1133,11,56,298,26.301853486319505,[],3
3,12,0.1,1,[104],1,1133,12,41,339,29.92056487202118,[],3
3,12,0.1,1,[104],1,1133,13,21,360,31.77405119152692,[],3
3,12,0.1,1,[104],1,1133,14,14,374,33.00970873786408,[],3
3,12,0.1,1,[104],1,1133,15,5,379,33.451015004413065,[],3
3,12,0.1,1,[104],1,1133,16,10,389,34.33362753751103,[],3
3,12,0.1,1,[104],1,1133,17,6,395,34.863195057369815,[],3
3,12,0.1,1,[104],1,1133,18,6,401,35.392762577228595,[],3
3,12,0.1,1,[104],1,1133,19,5,406,35.83406884377759,[],3
3,12,0.1,1,[104],1,1133,20,1,407,35.92233009708738,[],3
3,12,0.1,1,[104],1,1133,21,1,408,36.01059135039718,[],3
3,12,0.1,1,[104],1,1133,22,0,408,36.01059135039718,[],3
3,12,0.1,1,[71],2,1133,23,0,409,36.09885260370697,[],3
3,12,0.1,1,[577],3,1133,24,1,411,36.27537511032657,[],3
3,12,0.1,1,[577],3,1133,25,3,414,36.54015887025596,[],3
3,12,0.1,1,[577],3,1133,26,1,415,36.62842012356575,[],3
3,12,0.1,1,[577],3,1133,27,0,415,36.62842012356575,[],3
3,12,0.1,1,[133],4,1133,28,0,416,36.716681376875556,[],3
3,12,0.1,1,[115],5,1133,29,5,422,37.246248896734336,[],3
3,12,0.1,1,[115],5,1133,30,7,429,37.86407766990291,[],3
3,12,0.1,1,[115],5,1133,31,3,432,38.128861429832305,[],3
3,12,0.1,1,[115],5,1133,32,3,435,38.39364518976169,[],3
3,12,0.1,1,[115],5,1133,33,1,436,38.48190644307149,[],3
3,12,0.1,1,[115],5,1133,34,1,437,38.57016769638129,[],3
3,12,0.1,1,[115],5,1133,35,0,437,38.57016769638129,[],3
3,12,0.1,1,[105],6,1133,36,0,438,38.658428949691086,[],3
3,12,0.1,1,[459],7,1133,37,1,440,38.83495145631068,[],3
3,12,0.1,1,[459],7,1133,38,2,442,39.01147396293027,[],3
3,12,0.1,1,[459],7,1133,39,1,443,39.09973521624007,[],3
3,12,0.1,1,[459],7,1133,40,0,443,39.09973521624007,[],3
3,12,0.1,1,[482],8,1133,41,0,444,39.187996469549866,[],3
3,12,0.1,1,[467],9,1133,42,2,447,39.45278022947926,[],3
3,12,0.1,1,[467],9,1133,43,0,447,39.45278022947926,[],3
3,12,0.1,1,[451],10,1133,44,0,448,39.541041482789055,[],3
3,12,0.1,1,[366],11,1133,45,1,450,39.71756398940865,[],3
3,12,0.1,1,[366],11,1133,46,3,453,39.98234774933805,[],3
3,12,0.1,1,[366],11,1133,47,4,457,40.33539276257723,[],3
3,12,0.1,1,[366],11,1133,48,1,458,40.42365401588703,[],3
3,12,0.1,1,[366],11,1133,49,0,458,40.42365401588703,[],3
3,12,0.1,1,[597],12,1133,50,0,459,40.51191526919683,[],3
3,12,0.1,1,[92],13,1133,51,3,463,40.86496028243601,[],3
3,12,0.1,1,[92],13,1133,52,6,469,41.394527802294796,[],3
3,12,0.1,1,[92],13,1133,53,3,472,41.65931156222418,[],3
3,12,0.1,1,[92],13,1133,54,1,473,41.74757281553398,[],3
3,12,0.1,1,[92],13,1133,55,0,473,41.74757281553398,[],3
3,12,0.1,1,[312],14,1133,56,0,474,41.83583406884378,[],3
3,12,0.1,1,[307],15,1133,57,0,475,41.924095322153576,[],3
3,12,0.1,1,[6],16,1133,58,1,477,42.10061782877317,[],3
3,12,0.1,1,[6],16,1133,59,0,477,42.10061782877317,[],3
3,12,0.1,1,[1004],17,1133,60,0,478,42.18887908208296,[],3
3,12,0.1,1,[848],18,1133,61,2,481,42.453662842012356,[],3
3,12,0.1,1,[848],18,1133,62,1,482,42.54192409532215,[],3
3,12,0.1,1,[848],18,1133,63,1,483,42.63018534863195,[],3
3,12,0.1,1,[848],18,1133,64,1,484,42.71844660194174,[],3
3,12,0.1,1,[848],18,1133,65,1,485,42.806707855251545,[],3
3,12,0.1,1,[848],18,1133,66,1,486,42.89496910856134,[],3
3,12,0.1,1,[848],18,1133,67,0,486,42.89496910856134,[],3
3,12,0.1,1,[255],19,1133,68,0,487,42.983230361871136,[],3
3,12,0.1,1,[311],20,1133,69,2,490,43.24801412180053,[],3
3,12,0.1,1,[311],20,1133,70,0,490,43.24801412180053,[],3
3,12,0.1,1,[81],21,1133,71,0,491,43.336275375110326,[],3
3,12,0.1,1,[157],22,1133,72,1,493,43.51279788172992,[],3
3,12,0.1,1,[157],22,1133,73,0,493,43.51279788172992,[],3
3,12,0.1,1,[458],23,1133,74,0,494,43.60105913503972,[],3
3,12,0.1,1,[346],24,1133,75,0,495,43.689320388349515,[],3
3,12,0.1,1,[84],25,1133,76,1,497,43.865842894969106,[],3
3,12,0.1,1,[84],25,1133,77,0,497,43.865842894969106,[],3
3,12,0.1,1,[135],26,1133,78,0,498,43.95410414827891,[],3
3,12,0.1,1,[24],27,1133,79,2,501,44.2188879082083,[],3
3,12,0.1,1,[24],27,1133,80,3,504,44.48367166813769,[],3
3,12,0.1,1,[24],27,1133,81,1,505,44.571932921447484,[],3
3,12,0.1,1,[24],27,1133,82,0,505,44.571932921447484,[],3
3,12,0.1,1,[417],28,1133,83,0,506,44.66019417475729,[],3
3,12,0.1,1,[66],29,1133,84,0,507,44.74845542806708,[],3
3,12,0.1,1,[339],30,1133,85,0,508,44.83671668137688,[],3
3,12,0.1,1,[554],31,1133,86,0,509,44.92497793468667,[],3
3,12,0.1,1,[584],32,1133,87,0,510,45.01323918799647,[],3
3,12,0.1,1,[357],33,1133,88,1,512,45.18976169461607,[],3
3,12,0.1,1,[357],33,1133,89,2,514,45.36628420123566,[],3
3,12,0.1,1,[357],33,1133,90,0,514,45.36628420123566,[],3
3,12,0.1,2,"[104, 22]",2,1133,1,11,13,1.1473962930273611,[],3
3,12,0.1,2,"[104, 22]",2,1133,2,11,24,2.118270079435128,[],3
3,12,0.1,2,"[104, 22]",2,1133,3,30,54,4.766107678729038,[],3
3,12,0.1,2,"[104, 22]",2,1133,4,36,90,7.94351279788173,[],3
3,12,0.1,2,"[104, 22]",2,1133,5,51,141,12.444836716681378,[],3
3,12,0.1,2,"[104, 22]",2,1133,6,50,191,16.857899382171226,[],3
3,12,0.1,2,"[104, 22]",2,1133,7,51,242,21.35922330097087,[],3
3,12,0.1,2,"[104, 22]",2,1133,8,39,281,24.801412180052957,[],3
3,12,0.1,2,"[104, 22]",2,1133,9,35,316,27.890556045895853,[],3
3,12,0.1,2,"[104, 22]",2,1133,10,28,344,30.36187113857017,[],3
3,12,0.1,2,"[104, 22]",2,1133,11,21,365,32.21535745807591,[],3
3,12,0.1,2,"[104, 22]",2,1133,12,13,378,33.36275375110326,[],3
3,12,0.1,2,"[104, 22]",2,1133,13,7,385,33.980582524271846,[],3
3,12,0.1,2,"[104, 22]",2,1133,14,5,390,34.42188879082083,[],3
3,12,0.1,2,"[104, 22]",2,1133,15,5,395,34.863195057369815,[],3
3,12,0.1,2,"[104, 22]",2,1133,16,6,401,35.392762577228595,[],3
3,12,0.1,2,"[104, 22]",2,1133,17,5,406,35.83406884377759,[],3
3,12,0.1,2,"[104, 22]",2,1133,18,1,407,35.92233009708738,[],3
3,12,0.1,2,"[104, 22]",2,1133,19,1,408,36.01059135039718,[],3
3,12,0.1,2,"[104, 22]",2,1133,20,0,408,36.01059135039718,[],3
3,12,0.1,2,"[71, 577]",4,1133,21,0,410,36.18711385701677,[],3
3,12,0.1,2,"[133, 115]",6,1133,22,2,414,36.54015887025596,[],3
3,12,0.1,2,"[133, 115]",6,1133,23,9,423,37.33451015004413,[],3
3,12,0.1,2,"[133, 115]",6,1133,24,6,429,37.86407766990291,[],3
3,12,0.1,2,"[133, 115]",6,1133,25,3,432,38.128861429832305,[],3
3,12,0.1,2,"[133, 115]",6,1133,26,3,435,38.39364518976169,[],3
3,12,0.1,2,"[133, 115]",6,1133,27,1,436,38.48190644307149,[],3
3,12,0.1,2,"[133, 115]",6,1133,28,1,437,38.57016769638129,[],3
3,12,0.1,2,"[133, 115]",6,1133,29,0,437,38.57016769638129,[],3
3,12,0.1,2,"[105, 459]",8,1133,30,0,439,38.74669020300088,[],3
3,12,0.1,2,"[482, 467]",10,1133,31,3,444,39.187996469549866,[],3
3,12,0.1,2,"[482, 467]",10,1133,32,3,447,39.45278022947926,[],3
3,12,0.1,2,"[482, 467]",10,1133,33,0,447,39.45278022947926,[],3
3,12,0.1,2,"[451, 366]",12,1133,34,0,449,39.62930273609885,[],3
3,12,0.1,2,"[597, 686]",14,1133,35,2,453,39.98234774933805,[],3
3,12,0.1,2,"[597, 686]",14,1133,36,8,461,40.68843777581642,[],3
3,12,0.1,2,"[597, 686]",14,1133,37,2,463,40.86496028243601,[],3
3,12,0.1,2,"[597, 686]",14,1133,38,0,463,40.86496028243601,[],3
3,12,0.1,2,"[92, 312]",16,1133,39,0,465,41.04148278905561,[],3
3,12,0.1,2,"[307, 6]",18,1133,40,5,472,41.65931156222418,[],3
3,12,0.1,2,"[307, 6]",18,1133,41,4,476,42.01235657546337,[],3
3,12,0.1,2,"[307, 6]",18,1133,42,1,477,42.10061782877317,[],3
3,12,0.1,2,"[307, 6]",18,1133,43,0,477,42.10061782877317,[],3
3,12,0.1,2,"[1004, 848]",20,1133,44,0,479,42.27714033539276,[],3
3,12,0.1,2,"[255, 311]",22,1133,45,3,484,42.71844660194174,[],3
3,12,0.1,2,"[255, 311]",22,1133,46,3,487,42.983230361871136,[],3
3,12,0.1,2,"[255, 311]",22,1133,47,1,488,43.07149161518093,[],3
3,12,0.1,2,"[255, 311]",22,1133,48,1,489,43.15975286849073,[],3
3,12,0.1,2,"[255, 311]",22,1133,49,1,490,43.24801412180053,[],3
3,12,0.1,2,"[255, 311]",22,1133,50,0,490,43.24801412180053,[],3
3,12,0.1,2,"[81, 157]",24,1133,51,0,492,43.42453662842012,[],3
3,12,0.1,2,"[458, 346]",26,1133,52,1,495,43.689320388349515,[],3
3,12,0.1,2,"[458, 346]",26,1133,53,1,496,43.77758164165931,[],3
3,12,0.1,2,"[458, 346]",26,1133,54,0,496,43.77758164165931,[],3
3,12,0.1,2,"[84, 135]",28,1133,55,0,498,43.95410414827891,[],3
3,12,0.1,2,"[24, 417]",30,1133,56,2,502,44.3071491615181,[],3
3,12,0.1,2,"[24, 417]",30,1133,57,3,505,44.571932921447484,[],3
3,12,0.1,2,"[24, 417]",30,1133,58,1,506,44.66019417475729,[],3
3,12,0.1,2,"[24, 417]",30,1133,59,0,506,44.66019417475729,[],3
3,12,0.1,2,"[66, 339]",32,1133,60,0,508,44.83671668137688,[],3
3,12,0.1,1,[554],33,1133,61,0,509,44.92497793468667,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,20,24,2.118270079435128,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,22,46,4.060017652250663,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,49,95,8.384819064430715,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,57,152,13.415710503089143,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,70,222,19.593998234774933,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,58,280,24.71315092674316,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,41,321,28.331862312444837,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,16,337,29.74404236540159,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,15,352,31.06796116504854,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,13,365,32.21535745807591,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,11,376,33.18623124448367,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,12,9,385,33.980582524271846,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,13,6,391,34.510150044130626,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,14,4,395,34.863195057369815,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,15,6,401,35.392762577228595,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,16,5,406,35.83406884377759,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,17,1,407,35.92233009708738,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,18,1,408,36.01059135039718,[],3
3,12,0.1,4,"[104, 22, 332, 15]",4,1133,19,0,408,36.01059135039718,[],3
3,12,0.1,4,"[71, 577, 133, 115]",8,1133,20,0,412,36.36363636363637,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,21,9,425,37.51103265666372,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,22,12,437,38.57016769638129,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,23,5,442,39.01147396293027,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,24,3,445,39.27625772285966,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,25,1,446,39.364518976169464,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,26,1,447,39.45278022947926,[],3
3,12,0.1,4,"[105, 459, 482, 467]",12,1133,27,0,447,39.45278022947926,[],3
3,12,0.1,4,"[451, 366, 597, 686]",16,1133,28,0,451,39.80582524271845,[],3
3,12,0.1,4,"[92, 312, 307, 6]",20,1133,29,7,462,40.77669902912621,[],3
3,12,0.1,4,"[92, 312, 307, 6]",20,1133,30,11,473,41.74757281553398,[],3
3,12,0.1,4,"[92, 312, 307, 6]",20,1133,31,3,476,42.01235657546337,[],3
3,12,0.1,4,"[92, 312, 307, 6]",20,1133,32,1,477,42.10061782877317,[],3
3,12,0.1,4,"[92, 312, 307, 6]",20,1133,33,0,477,42.10061782877317,[],3
3,12,0.1,4,"[1004, 848, 255, 311]",24,1133,34,0,481,42.453662842012356,[],3
3,12,0.1,4,"[81, 157, 458, 346]",28,1133,35,5,490,43.24801412180053,[],3
3,12,0.1,4,"[81, 157, 458, 346]",28,1133,36,3,493,43.51279788172992,[],3
3,12,0.1,4,"[81, 157, 458, 346]",28,1133,37,1,494,43.60105913503972,[],3
3,12,0.1,4,"[81, 157, 458, 346]",28,1133,38,1,495,43.689320388349515,[],3
3,12,0.1,4,"[81, 157, 458, 346]",28,1133,39,1,496,43.77758164165931,[],3
3,12,0.1,4,"[81, 157, 458, 346]",28,1133,40,0,496,43.77758164165931,[],3
3,12,0.1,4,"[84, 135, 24, 417]",32,1133,41,0,500,44.1306266548985,[],3
3,12,0.1,1,[66],33,1133,42,4,505,44.571932921447484,[],3
3,12,0.1,1,[66],33,1133,43,2,507,44.74845542806708,[],3
3,12,0.1,1,[66],33,1133,44,0,507,44.74845542806708,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,41,49,4.324801412180053,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,51,100,8.8261253309797,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,55,155,13.680494263018536,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,61,216,19.064430714916153,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,65,281,24.801412180052957,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,53,334,29.479258605472197,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,30,364,32.12709620476611,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,12,376,33.18623124448367,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,8,384,33.89232127096205,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,12,396,34.95145631067961,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,11,8,404,35.65754633715799,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,12,4,408,36.01059135039718,[],3
3,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,13,0,408,36.01059135039718,[],3
3,12,0.1,8,"[71, 577, 133, 115, 105, 459, 482, 467]",16,1133,14,0,416,36.716681376875556,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,15,14,438,38.658428949691086,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,16,20,458,40.42365401588703,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,17,12,470,41.48278905560459,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,18,4,474,41.83583406884378,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,19,1,475,41.924095322153576,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,20,1,476,42.01235657546337,[],3
3,12,0.1,8,"[451, 366, 597, 686, 92, 312, 756, 307]",24,1133,21,0,476,42.01235657546337,[],3
3,12,0.1,8,"[6, 1004, 848, 255, 311, 81, 157, 458]",32,1133,22,0,484,42.71844660194174,[],3
3,12,0.1,1,[346],33,1133,23,6,491,43.336275375110326,[],3
3,12,0.1,1,[346],33,1133,24,2,493,43.51279788172992,[],3
3,12,0.1,1,[346],33,1133,25,1,494,43.60105913503972,[],3
3,12,0.1,1,[346],33,1133,26,1,495,43.689320388349515,[],3
3,12,0.1,1,[346],33,1133,27,1,496,43.77758164165931,[],3
3,12,0.1,1,[346],33,1133,28,0,496,43.77758164165931,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,72,88,7.766990291262135,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,85,173,15.26919682259488,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,72,245,21.624007060900265,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,64,309,27.27272727272727,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,45,354,31.24448367166814,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,27,381,33.627537511032656,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,15,396,34.95145631067961,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,8,404,35.65754633715799,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,4,408,36.01059135039718,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,10,4,412,36.36363636363637,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,11,3,415,36.62842012356575,[],3
3,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,12,0,415,36.62842012356575,[],3
3,12,0.1,16,"[133, 115, 105, 459, 482, 467, 451, 366, 597, 686, 92, 312, 756, 307, 6, 1004]",32,1133,13,0,431,38.0406001765225,[],3
3,12,0.1,1,[848],33,1133,14,27,459,40.51191526919683,[],3
3,12,0.1,1,[848],33,1133,15,14,473,41.74757281553398,[],3
3,12,0.1,1,[848],33,1133,16,5,478,42.18887908208296,[],3
3,12,0.1,1,[848],33,1133,17,4,482,42.54192409532215,[],3
3,12,0.1,1,[848],33,1133,18,2,484,42.71844660194174,[],3
3,12,0.1,1,[848],33,1133,19,2,486,42.89496910856134,[],3
3,12,0.1,1,[848],33,1133,20,0,486,42.89496910856134,[],3
2,12,0.1,1,[104],1,1133,1,7,8,0.706090026478376,[],3
2,12,0.1,1,[104],1,1133,2,10,18,1.5887025595763458,[],3
2,12,0.1,1,[104],1,1133,3,30,48,4.236540158870256,[],3
2,12,0.1,1,[104],1,1133,4,30,78,6.884377758164166,[],3
2,12,0.1,1,[104],1,1133,5,55,133,11.738746690203,[],3
2,12,0.1,1,[104],1,1133,6,50,183,16.15180935569285,[],3
2,12,0.1,1,[104],1,1133,7,60,243,21.44748455428067,[],3
2,12,0.1,1,[104],1,1133,8,53,296,26.12533097969991,[],3
2,12,0.1,1,[104],1,1133,9,38,334,29.479258605472197,[],3
2,12,0.1,1,[104],1,1133,10,21,355,31.332744924977934,[],3
2,12,0.1,1,[104],1,1133,11,13,368,32.4801412180053,[],3
2,12,0.1,1,[104],1,1133,12,10,378,33.36275375110326,[],3
2,12,0.1,1,[104],1,1133,13,2,380,33.53927625772286,[],3
2,12,0.1,1,[104],1,1133,14,2,382,33.71579876434245,[],3
2,12,0.1,1,[104],1,1133,15,0,382,33.71579876434245,[],3
2,12,0.1,1,[395],2,1133,16,0,383,33.80406001765225,[],3
2,12,0.1,1,[68],3,1133,17,0,384,33.89232127096205,[],3
2,12,0.1,1,[453],4,1133,18,2,387,34.15710503089144,[],3
2,12,0.1,1,[453],4,1133,19,1,388,34.24536628420123,[],3
2,12,0.1,1,[453],4,1133,20,2,390,34.42188879082083,[],3
2,12,0.1,1,[453],4,1133,21,1,391,34.510150044130626,[],3
2,12,0.1,1,[453],4,1133,22,0,391,34.510150044130626,[],3
2,12,0.1,1,[338],5,1133,23,0,392,34.59841129744042,[],3
2,12,0.1,1,[774],6,1133,24,3,396,34.95145631067961,[],3
2,12,0.1,1,[774],6,1133,25,0,396,34.95145631067961,[],3
2,12,0.1,1,[89],7,1133,26,0,397,35.039717563989406,[],3
2,12,0.1,1,[611],8,1133,27,1,399,35.216240070609004,[],3
2,12,0.1,1,[611],8,1133,28,3,402,35.48102383053839,[],3
2,12,0.1,1,[611],8,1133,29,0,402,35.48102383053839,[],3
2,12,0.1,1,[181],9,1133,30,0,403,35.56928508384819,[],3
2,12,0.1,1,[686],10,1133,31,1,405,35.745807590467784,[],3
2,12,0.1,1,[686],10,1133,32,2,407,35.92233009708738,[],3
2,12,0.1,1,[686],10,1133,33,1,408,36.01059135039718,[],3
2,12,0.1,1,[686],10,1133,34,0,408,36.01059135039718,[],3
2,12,0.1,1,[312],11,1133,35,0,409,36.09885260370697,[],3
2,12,0.1,1,[286],12,1133,36,2,412,36.36363636363637,[],3
2,12,0.1,1,[286],12,1133,37,2,414,36.54015887025596,[],3
2,12,0.1,1,[286],12,1133,38,1,415,36.62842012356575,[],3
2,12,0.1,1,[286],12,1133,39,1,416,36.716681376875556,[],3
2,12,0.1,1,[286],12,1133,40,2,418,36.89320388349515,[],3
2,12,0.1,1,[286],12,1133,41,0,418,36.89320388349515,[],3
2,12,0.1,1,[756],13,1133,42,0,419,36.98146513680494,[],3
2,12,0.1,1,[18],14,1133,43,2,422,37.246248896734336,[],3
2,12,0.1,1,[18],14,1133,44,2,424,37.42277140335393,[],3
2,12,0.1,1,[18],14,1133,45,0,424,37.42277140335393,[],3
2,12,0.1,1,[383],15,1133,46,0,425,37.51103265666372,[],3
2,12,0.1,1,[500],16,1133,47,0,426,37.59929390997352,[],3
2,12,0.1,1,[270],17,1133,48,0,427,37.68755516328332,[],3
