nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
1,12,0.1,4,"[89, 686, 92, 286]",20,1133,27,0,421,37.15798764342454,[],3
1,12,0.1,4,"[756, 315, 392, 79]",24,1133,28,0,425,37.51103265666372,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,29,7,436,38.48190644307149,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,30,7,443,39.09973521624007,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,31,1,444,39.187996469549866,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,32,2,446,39.364518976169464,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,33,3,449,39.62930273609885,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,34,2,451,39.80582524271845,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,35,1,452,39.894086496028244,[],3
1,12,0.1,4,"[457, 29, 267, 500]",28,1133,36,0,452,39.894086496028244,[],3
1,12,0.1,4,"[270, 320, 531, 1004]",32,1133,37,0,456,40.24713150926743,[],3
1,12,0.1,1,[511],33,1133,38,4,461,40.68843777581642,[],3
1,12,0.1,1,[511],33,1133,39,1,462,40.77669902912621,[],3
1,12,0.1,1,[511],33,1133,40,0,462,40.77669902912621,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,41,49,4.324801412180053,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,62,111,9.796999117387466,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,72,183,16.15180935569285,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,65,248,21.888790820829655,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,49,297,26.21359223300971,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,27,324,28.596646072374227,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,17,341,30.097087378640776,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,9,350,30.89143865842895,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,3,353,31.156222418358343,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,2,355,31.332744924977934,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,11,2,357,31.509267431597525,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,12,1,358,31.597528684907328,[],3
1,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,13,0,358,31.597528684907328,[],3
1,12,0.1,8,"[577, 133, 51, 115, 340, 459, 355, 57]",16,1133,14,0,366,32.3036187113857,[],3
1,12,0.1,8,"[482, 197, 597, 774, 89, 686, 92, 286]",24,1133,15,16,390,34.42188879082083,[],3
1,12,0.1,8,"[482, 197, 597, 774, 89, 686, 92, 286]",24,1133,16,17,407,35.92233009708738,[],3
1,12,0.1,8,"[482, 197, 597, 774, 89, 686, 92, 286]",24,1133,17,10,417,36.80494263018535,[],3
1,12,0.1,8,"[482, 197, 597, 774, 89, 686, 92, 286]",24,1133,18,3,420,37.06972639011474,[],3
1,12,0.1,8,"[482, 197, 597, 774, 89, 686, 92, 286]",24,1133,19,1,421,37.15798764342454,[],3
1,12,0.1,8,"[482, 197, 597, 774, 89, 686, 92, 286]",24,1133,20,0,421,37.15798764342454,[],3
1,12,0.1,8,"[756, 315, 392, 79, 457, 29, 267, 500]",32,1133,21,0,429,37.86407766990291,[],3
1,12,0.1,1,[270],33,1133,22,12,442,39.01147396293027,[],3
1,12,0.1,1,[270],33,1133,23,5,447,39.45278022947926,[],3
1,12,0.1,1,[270],33,1133,24,2,449,39.62930273609885,[],3
1,12,0.1,1,[270],33,1133,25,3,452,39.894086496028244,[],3
1,12,0.1,1,[270],33,1133,26,2,454,40.07060900264784,[],3
1,12,0.1,1,[270],33,1133,27,1,455,40.15887025595764,[],3
1,12,0.1,1,[270],33,1133,28,0,455,40.15887025595764,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,74,90,7.94351279788173,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,84,174,15.35745807590468,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,78,252,22.241835834068844,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,56,308,27.184466019417474,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,33,341,30.097087378640776,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,14,355,31.332744924977934,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,3,358,31.597528684907328,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,2,360,31.77405119152692,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,1,361,31.862312444836714,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,10,1,362,31.950573698146513,[],3
1,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,11,0,362,31.950573698146513,[],3
1,12,0.1,16,"[133, 51, 115, 340, 459, 355, 57, 482, 197, 597, 774, 89, 686, 92, 286, 756]",32,1133,12,0,378,33.36275375110326,[],3
1,12,0.1,1,[315],33,1133,13,26,405,35.745807590467784,[],3
1,12,0.1,1,[315],33,1133,14,19,424,37.42277140335393,[],3
1,12,0.1,1,[315],33,1133,15,6,430,37.95233892321271,[],3
1,12,0.1,1,[315],33,1133,16,1,431,38.0406001765225,[],3
1,12,0.1,1,[315],33,1133,17,1,432,38.128861429832305,[],3
1,12,0.1,1,[315],33,1133,18,0,432,38.128861429832305,[],3
9,12,0.1,1,[104],1,1133,1,8,9,0.7943512797881729,[],3
9,12,0.1,1,[104],1,1133,2,19,28,2.471315092674316,[],3
9,12,0.1,1,[104],1,1133,3,38,66,5.825242718446602,[],3
9,12,0.1,1,[104],1,1133,4,50,116,10.238305383936453,[],3
9,12,0.1,1,[104],1,1133,5,65,181,15.975286849073257,[],3
9,12,0.1,1,[104],1,1133,6,68,249,21.977052074139454,[],3
9,12,0.1,1,[104],1,1133,7,66,315,27.802294792586054,[],3
9,12,0.1,1,[104],1,1133,8,48,363,32.038834951456316,[],3
9,12,0.1,1,[104],1,1133,9,26,389,34.33362753751103,[],3
9,12,0.1,1,[104],1,1133,10,9,398,35.1279788172992,[],3
9,12,0.1,1,[104],1,1133,11,2,400,35.3045013239188,[],3
9,12,0.1,1,[104],1,1133,12,0,400,35.3045013239188,[],3
9,12,0.1,1,[428],2,1133,13,0,401,35.392762577228595,[],3
9,12,0.1,1,[355],3,1133,14,1,403,35.56928508384819,[],3
9,12,0.1,1,[355],3,1133,15,1,404,35.65754633715799,[],3
9,12,0.1,1,[355],3,1133,16,0,404,35.65754633715799,[],3
9,12,0.1,1,[453],4,1133,17,0,405,35.745807590467784,[],3
9,12,0.1,1,[482],5,1133,18,3,409,36.09885260370697,[],3
9,12,0.1,1,[482],5,1133,19,3,412,36.36363636363637,[],3
9,12,0.1,1,[482],5,1133,20,1,413,36.45189761694616,[],3
9,12,0.1,1,[482],5,1133,21,1,414,36.54015887025596,[],3
9,12,0.1,1,[482],5,1133,22,1,415,36.62842012356575,[],3
9,12,0.1,1,[482],5,1133,23,0,415,36.62842012356575,[],3
9,12,0.1,1,[467],6,1133,24,0,416,36.716681376875556,[],3
9,12,0.1,1,[127],7,1133,25,0,417,36.80494263018535,[],3
9,12,0.1,1,[56],8,1133,26,0,418,36.89320388349515,[],3
9,12,0.1,1,[142],9,1133,27,0,419,36.98146513680494,[],3
9,12,0.1,1,[589],10,1133,28,2,422,37.246248896734336,[],3
9,12,0.1,1,[589],10,1133,29,2,424,37.42277140335393,[],3
9,12,0.1,1,[589],10,1133,30,2,426,37.59929390997352,[],3
9,12,0.1,1,[589],10,1133,31,2,428,37.775816416593116,[],3
9,12,0.1,1,[589],10,1133,32,1,429,37.86407766990291,[],3
9,12,0.1,1,[589],10,1133,33,2,431,38.0406001765225,[],3
9,12,0.1,1,[589],10,1133,34,0,431,38.0406001765225,[],3
9,12,0.1,1,[92],11,1133,35,0,432,38.128861429832305,[],3
9,12,0.1,1,[286],12,1133,36,0,433,38.2171226831421,[],3
9,12,0.1,1,[756],13,1133,37,1,435,38.39364518976169,[],3
9,12,0.1,1,[756],13,1133,38,3,438,38.658428949691086,[],3
9,12,0.1,1,[756],13,1133,39,2,440,38.83495145631068,[],3
9,12,0.1,1,[756],13,1133,40,0,440,38.83495145631068,[],3
9,12,0.1,1,[130],14,1133,41,0,441,38.92321270962047,[],3
9,12,0.1,1,[553],15,1133,42,2,444,39.187996469549866,[],3
9,12,0.1,1,[553],15,1133,43,3,447,39.45278022947926,[],3
9,12,0.1,1,[553],15,1133,44,3,450,39.71756398940865,[],3
9,12,0.1,1,[553],15,1133,45,1,451,39.80582524271845,[],3
9,12,0.1,1,[553],15,1133,46,1,452,39.894086496028244,[],3
9,12,0.1,1,[553],15,1133,47,0,452,39.894086496028244,[],3
9,12,0.1,1,[72],16,1133,48,0,453,39.98234774933805,[],3
9,12,0.1,1,[18],17,1133,49,1,455,40.15887025595764,[],3
9,12,0.1,1,[18],17,1133,50,0,455,40.15887025595764,[],3
9,12,0.1,1,[6],18,1133,51,0,456,40.24713150926743,[],3
9,12,0.1,1,[499],19,1133,52,1,458,40.42365401588703,[],3
9,12,0.1,1,[499],19,1133,53,1,459,40.51191526919683,[],3
9,12,0.1,1,[499],19,1133,54,0,459,40.51191526919683,[],3
9,12,0.1,1,[1004],20,1133,55,0,460,40.60017652250662,[],3
9,12,0.1,1,[705],21,1133,56,1,462,40.77669902912621,[],3
9,12,0.1,1,[705],21,1133,57,2,464,40.95322153574581,[],3
9,12,0.1,1,[705],21,1133,58,1,465,41.04148278905561,[],3
9,12,0.1,1,[705],21,1133,59,1,466,41.1297440423654,[],3
9,12,0.1,1,[705],21,1133,60,0,466,41.1297440423654,[],3
9,12,0.1,1,[311],22,1133,61,0,467,41.2180052956752,[],3
9,12,0.1,1,[975],23,1133,62,3,471,41.57105030891439,[],3
9,12,0.1,1,[975],23,1133,63,3,474,41.83583406884378,[],3
9,12,0.1,1,[975],23,1133,64,2,476,42.01235657546337,[],3
9,12,0.1,1,[975],23,1133,65,3,479,42.27714033539276,[],3
9,12,0.1,1,[975],23,1133,66,2,481,42.453662842012356,[],3
9,12,0.1,1,[975],23,1133,67,0,481,42.453662842012356,[],3
9,12,0.1,1,[157],24,1133,68,0,482,42.54192409532215,[],3
9,12,0.1,1,[458],25,1133,69,1,484,42.71844660194174,[],3
9,12,0.1,1,[458],25,1133,70,0,484,42.71844660194174,[],3
9,12,0.1,1,[266],26,1133,71,0,485,42.806707855251545,[],3
9,12,0.1,1,[835],27,1133,72,0,486,42.89496910856134,[],3
9,12,0.1,1,[417],28,1133,73,0,487,42.983230361871136,[],3
9,12,0.1,1,[710],29,1133,74,2,490,43.24801412180053,[],3
9,12,0.1,1,[710],29,1133,75,3,493,43.51279788172992,[],3
9,12,0.1,1,[710],29,1133,76,1,494,43.60105913503972,[],3
9,12,0.1,1,[710],29,1133,77,0,494,43.60105913503972,[],3
9,12,0.1,1,[66],30,1133,78,0,495,43.689320388349515,[],3
9,12,0.1,1,[333],31,1133,79,1,497,43.865842894969106,[],3
9,12,0.1,1,[333],31,1133,80,0,497,43.865842894969106,[],3
9,12,0.1,1,[12],32,1133,81,0,498,43.95410414827891,[],3
9,12,0.1,1,[446],33,1133,82,0,499,44.042365401588704,[],3
9,12,0.1,2,"[104, 22]",2,1133,1,11,13,1.1473962930273611,[],3
9,12,0.1,2,"[104, 22]",2,1133,2,23,36,3.1774051191526915,[],3
9,12,0.1,2,"[104, 22]",2,1133,3,48,84,7.413945278022947,[],3
9,12,0.1,2,"[104, 22]",2,1133,4,50,134,11.827007943512797,[],3
9,12,0.1,2,"[104, 22]",2,1133,5,65,199,17.5639894086496,[],3
9,12,0.1,2,"[104, 22]",2,1133,6,69,268,23.654015887025594,[],3
9,12,0.1,2,"[104, 22]",2,1133,7,62,330,29.126213592233007,[],3
9,12,0.1,2,"[104, 22]",2,1133,8,41,371,32.74492497793469,[],3
9,12,0.1,2,"[104, 22]",2,1133,9,22,393,34.68667255075022,[],3
9,12,0.1,2,"[104, 22]",2,1133,10,6,399,35.216240070609004,[],3
9,12,0.1,2,"[104, 22]",2,1133,11,1,400,35.3045013239188,[],3
9,12,0.1,2,"[104, 22]",2,1133,12,0,400,35.3045013239188,[],3
9,12,0.1,2,"[428, 355]",4,1133,13,0,402,35.48102383053839,[],3
9,12,0.1,2,"[453, 482]",6,1133,14,2,406,35.83406884377759,[],3
9,12,0.1,2,"[453, 482]",6,1133,15,5,411,36.27537511032657,[],3
9,12,0.1,2,"[453, 482]",6,1133,16,2,413,36.45189761694616,[],3
9,12,0.1,2,"[453, 482]",6,1133,17,1,414,36.54015887025596,[],3
9,12,0.1,2,"[453, 482]",6,1133,18,1,415,36.62842012356575,[],3
9,12,0.1,2,"[453, 482]",6,1133,19,0,415,36.62842012356575,[],3
9,12,0.1,2,"[467, 127]",8,1133,20,0,417,36.80494263018535,[],3
9,12,0.1,2,"[56, 142]",10,1133,21,0,419,36.98146513680494,[],3
9,12,0.1,2,"[589, 92]",12,1133,22,2,423,37.33451015004413,[],3
9,12,0.1,2,"[589, 92]",12,1133,23,2,425,37.51103265666372,[],3
9,12,0.1,2,"[589, 92]",12,1133,24,2,427,37.68755516328332,[],3
9,12,0.1,2,"[589, 92]",12,1133,25,2,429,37.86407766990291,[],3
9,12,0.1,2,"[589, 92]",12,1133,26,1,430,37.95233892321271,[],3
9,12,0.1,2,"[589, 92]",12,1133,27,2,432,38.128861429832305,[],3
9,12,0.1,2,"[589, 92]",12,1133,28,0,432,38.128861429832305,[],3
9,12,0.1,2,"[286, 756]",14,1133,29,0,434,38.305383936451896,[],3
9,12,0.1,2,"[130, 553]",16,1133,30,4,440,38.83495145631068,[],3
9,12,0.1,2,"[130, 553]",16,1133,31,7,447,39.45278022947926,[],3
9,12,0.1,2,"[130, 553]",16,1133,32,3,450,39.71756398940865,[],3
9,12,0.1,2,"[130, 553]",16,1133,33,1,451,39.80582524271845,[],3
9,12,0.1,2,"[130, 553]",16,1133,34,1,452,39.894086496028244,[],3
9,12,0.1,2,"[130, 553]",16,1133,35,0,452,39.894086496028244,[],3
9,12,0.1,2,"[72, 18]",18,1133,36,0,454,40.07060900264784,[],3
9,12,0.1,2,"[6, 499]",20,1133,37,1,457,40.33539276257723,[],3
9,12,0.1,2,"[6, 499]",20,1133,38,1,458,40.42365401588703,[],3
9,12,0.1,2,"[6, 499]",20,1133,39,1,459,40.51191526919683,[],3
9,12,0.1,2,"[6, 499]",20,1133,40,0,459,40.51191526919683,[],3
9,12,0.1,2,"[1004, 705]",22,1133,41,0,461,40.68843777581642,[],3
9,12,0.1,2,"[311, 975]",24,1133,42,2,465,41.04148278905561,[],3
9,12,0.1,2,"[311, 975]",24,1133,43,6,471,41.57105030891439,[],3
9,12,0.1,2,"[311, 975]",24,1133,44,4,475,41.924095322153576,[],3
9,12,0.1,2,"[311, 975]",24,1133,45,2,477,42.10061782877317,[],3
9,12,0.1,2,"[311, 975]",24,1133,46,2,479,42.27714033539276,[],3
9,12,0.1,2,"[311, 975]",24,1133,47,2,481,42.453662842012356,[],3
9,12,0.1,2,"[311, 975]",24,1133,48,0,481,42.453662842012356,[],3
9,12,0.1,2,"[157, 458]",26,1133,49,0,483,42.63018534863195,[],3
9,12,0.1,2,"[266, 835]",28,1133,50,1,486,42.89496910856134,[],3
9,12,0.1,2,"[266, 835]",28,1133,51,0,486,42.89496910856134,[],3
9,12,0.1,2,"[417, 710]",30,1133,52,0,488,43.07149161518093,[],3
9,12,0.1,2,"[66, 333]",32,1133,53,4,494,43.60105913503972,[],3
9,12,0.1,2,"[66, 333]",32,1133,54,3,497,43.865842894969106,[],3
9,12,0.1,2,"[66, 333]",32,1133,55,0,497,43.865842894969106,[],3
9,12,0.1,1,[12],33,1133,56,0,498,43.95410414827891,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,20,24,2.118270079435128,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,48,72,6.354810238305383,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,82,154,13.592233009708737,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,70,224,19.770520741394527,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,67,291,25.684024713150926,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,54,345,30.450132391879965,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,32,377,33.27449249779347,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,17,394,34.77493380406001,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,5,399,35.216240070609004,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,1,400,35.3045013239188,[],3
9,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,0,400,35.3045013239188,[],3
9,12,0.1,4,"[428, 355, 453, 482]",8,1133,12,0,404,35.65754633715799,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,13,7,415,36.62842012356575,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,14,5,420,37.06972639011474,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,15,3,423,37.33451015004413,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,16,3,426,37.59929390997352,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,17,2,428,37.775816416593116,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,18,1,429,37.86407766990291,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,19,2,431,38.0406001765225,[],3
9,12,0.1,4,"[467, 127, 56, 142]",12,1133,20,0,431,38.0406001765225,[],3
9,12,0.1,4,"[92, 286, 756, 130]",16,1133,21,0,435,38.39364518976169,[],3
9,12,0.1,4,"[553, 72, 18, 6]",20,1133,22,6,445,39.27625772285966,[],3
9,12,0.1,4,"[553, 72, 18, 6]",20,1133,23,7,452,39.894086496028244,[],3
9,12,0.1,4,"[553, 72, 18, 6]",20,1133,24,4,456,40.24713150926743,[],3
9,12,0.1,4,"[553, 72, 18, 6]",20,1133,25,1,457,40.33539276257723,[],3
9,12,0.1,4,"[553, 72, 18, 6]",20,1133,26,1,458,40.42365401588703,[],3
9,12,0.1,4,"[553, 72, 18, 6]",20,1133,27,0,458,40.42365401588703,[],3
9,12,0.1,4,"[499, 1004, 705, 311]",24,1133,28,0,462,40.77669902912621,[],3
9,12,0.1,4,"[975, 157, 458, 266]",28,1133,29,5,471,41.57105030891439,[],3
9,12,0.1,4,"[975, 157, 458, 266]",28,1133,30,6,477,42.10061782877317,[],3
9,12,0.1,4,"[975, 157, 458, 266]",28,1133,31,3,480,42.36540158870256,[],3
9,12,0.1,4,"[975, 157, 458, 266]",28,1133,32,3,483,42.63018534863195,[],3
9,12,0.1,4,"[975, 157, 458, 266]",28,1133,33,2,485,42.806707855251545,[],3
9,12,0.1,4,"[975, 157, 458, 266]",28,1133,34,0,485,42.806707855251545,[],3
9,12,0.1,4,"[835, 417, 710, 66]",32,1133,35,0,489,43.15975286849073,[],3
9,12,0.1,1,[333],33,1133,36,5,495,43.689320388349515,[],3
9,12,0.1,1,[333],33,1133,37,2,497,43.865842894969106,[],3
9,12,0.1,1,[333],33,1133,38,0,497,43.865842894969106,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,41,49,4.324801412180053,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,62,111,9.796999117387466,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,89,200,17.6522506619594,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,69,269,23.742277140335393,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,57,326,28.773168578993825,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,44,370,32.65666372462489,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,17,387,34.15710503089144,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,9,396,34.95145631067961,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,3,399,35.216240070609004,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,1,400,35.3045013239188,[],3
9,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,11,0,400,35.3045013239188,[],3
9,12,0.1,8,"[428, 355, 453, 482, 467, 127, 56, 142]",16,1133,12,0,408,36.01059135039718,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,13,9,425,37.51103265666372,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,14,14,439,38.74669020300088,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,15,8,447,39.45278022947926,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,16,4,451,39.80582524271845,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,17,2,453,39.98234774933805,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,18,2,455,40.15887025595764,[],3
9,12,0.1,8,"[589, 92, 286, 756, 130, 553, 72, 18]",24,1133,19,0,455,40.15887025595764,[],3
9,12,0.1,8,"[6, 499, 1004, 705, 311, 975, 157, 458]",32,1133,20,0,463,40.86496028243601,[],3
9,12,0.1,1,[266],33,1133,21,8,472,41.65931156222418,[],3
9,12,0.1,1,[266],33,1133,22,6,478,42.18887908208296,[],3
9,12,0.1,1,[266],33,1133,23,3,481,42.453662842012356,[],3
9,12,0.1,1,[266],33,1133,24,2,483,42.63018534863195,[],3
9,12,0.1,1,[266],33,1133,25,2,485,42.806707855251545,[],3
9,12,0.1,1,[266],33,1133,26,0,485,42.806707855251545,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,71,87,7.67872903795234,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,82,169,14.916151809355693,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,91,260,22.94792586054722,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,58,318,28.067078552515447,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,43,361,31.862312444836714,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,30,391,34.510150044130626,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,8,399,35.216240070609004,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,1,400,35.3045013239188,[],3
9,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,0,400,35.3045013239188,[],3
9,12,0.1,16,"[428, 355, 453, 482, 467, 127, 56, 142, 589, 92, 286, 756, 130, 553, 72, 18]",32,1133,10,0,416,36.716681376875556,[],3
9,12,0.1,1,[6],33,1133,11,21,438,38.658428949691086,[],3
9,12,0.1,1,[6],33,1133,12,10,448,39.541041482789055,[],3
9,12,0.1,1,[6],33,1133,13,5,453,39.98234774933805,[],3
9,12,0.1,1,[6],33,1133,14,3,456,40.24713150926743,[],3
9,12,0.1,1,[6],33,1133,15,2,458,40.42365401588703,[],3
9,12,0.1,1,[6],33,1133,16,0,458,40.42365401588703,[],3
8,12,0.1,1,[104],1,1133,1,11,12,1.059135039717564,[],3
8,12,0.1,1,[104],1,1133,2,18,30,2.64783759929391,[],3
8,12,0.1,1,[104],1,1133,3,31,61,5.3839364518976165,[],3
8,12,0.1,1,[104],1,1133,4,54,115,10.150044130626656,[],3
8,12,0.1,1,[104],1,1133,5,71,186,16.41659311562224,[],3
8,12,0.1,1,[104],1,1133,6,67,253,22.330097087378643,[],3
8,12,0.1,1,[104],1,1133,7,62,315,27.802294792586054,[],3
8,12,0.1,1,[104],1,1133,8,47,362,31.950573698146513,[],3
8,12,0.1,1,[104],1,1133,9,29,391,34.510150044130626,[],3
8,12,0.1,1,[104],1,1133,10,19,410,36.18711385701677,[],3
8,12,0.1,1,[104],1,1133,11,11,421,37.15798764342454,[],3
8,12,0.1,1,[104],1,1133,12,5,426,37.59929390997352,[],3
8,12,0.1,1,[104],1,1133,13,6,432,38.128861429832305,[],3
8,12,0.1,1,[104],1,1133,14,1,433,38.2171226831421,[],3
8,12,0.1,1,[104],1,1133,15,2,435,38.39364518976169,[],3
8,12,0.1,1,[104],1,1133,16,0,435,38.39364518976169,[],3
8,12,0.1,1,[354],2,1133,17,0,436,38.48190644307149,[],3
8,12,0.1,1,[577],3,1133,18,1,438,38.658428949691086,[],3
8,12,0.1,1,[577],3,1133,19,1,439,38.74669020300088,[],3
8,12,0.1,1,[577],3,1133,20,0,439,38.74669020300088,[],3
8,12,0.1,1,[563],4,1133,21,0,440,38.83495145631068,[],3
8,12,0.1,1,[428],5,1133,22,1,442,39.01147396293027,[],3
8,12,0.1,1,[428],5,1133,23,6,448,39.541041482789055,[],3
8,12,0.1,1,[428],5,1133,24,1,449,39.62930273609885,[],3
8,12,0.1,1,[428],5,1133,25,0,449,39.62930273609885,[],3
8,12,0.1,1,[68],6,1133,26,0,450,39.71756398940865,[],3
8,12,0.1,1,[218],7,1133,27,0,451,39.80582524271845,[],3
8,12,0.1,1,[451],8,1133,28,1,453,39.98234774933805,[],3
8,12,0.1,1,[451],8,1133,29,1,454,40.07060900264784,[],3
8,12,0.1,1,[451],8,1133,30,0,454,40.07060900264784,[],3
8,12,0.1,1,[597],9,1133,31,0,455,40.15887025595764,[],3
